c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19860718034199A,AIRCRAFT CRASHED OFF TAKEOFF END OF RUNWAY. ENGINE DID NOT PRODUCE RATED POWER BECAUSE OF PILOT PREFLIGHT.         ,[],[],"[('AIRCRAFT', 'NOUN'), ('CRASHED', 'VERB'), ('OFF', 'ADP'), ('TAKEOFF', 'PROPN'), ('END', 'NOUN'), ('OF', 'ADP'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('ENGINE', 'NOUN'), ('DID', 'VERB'), ('NOT', 'ADV'), ('PRODUCE', 'VERB'), ('RATED', 'PROPN'), ('POWER', 'PROPN'), ('BECAUSE', 'ADP'), ('OF', 'ADP'), ('PILOT', 'PROPN'), ('PREFLIGHT', 'PROPN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['AIRCRAFT', 'crash', 'off', 'TAKEOFF', 'end', 'of', 'RUNWAY', '.', 'engine', 'do', 'not', 'produce', 'RATED', 'POWER', 'because', 'of', 'PILOT', 'PREFLIGHT', '.', '        ']","[('AIRCRAFT', 'nsubj', 'CRASHED'), ('CRASHED', 'ROOT', 'CRASHED'), ('OFF', 'prep', 'CRASHED'), ('TAKEOFF', 'compound', 'END'), ('END', 'pobj', 'OFF'), ('OF', 'prep', 'END'), ('RUNWAY', 'pobj', 'OF'), ('.', 'punct', 'CRASHED'), ('ENGINE', 'nsubj', 'PRODUCE'), ('DID', 'aux', 'PRODUCE'), ('NOT', 'neg', 'PRODUCE'), ('PRODUCE', 'ROOT', 'PRODUCE'), ('RATED', 'amod', 'POWER'), ('POWER', 'dobj', 'PRODUCE'), ('BECAUSE', 'advmod', 'OF'), ('OF', 'prep', 'PRODUCE'), ('PILOT', 'compound', 'PREFLIGHT'), ('PREFLIGHT', 'dobj', 'PRODUCE'), ('.', 'punct', 'PRODUCE'), ('        ', '', '.')]",0.0,[]
19860625027879A,THE STUDENT INADVERTENTLY RAISED THE FLAPS FULLY DURING GO AROUND. THE AIRCRAFT BOUNCED AND DEPARTED SIDE OF RUNWAY,[],[],"[('THE', 'DET'), ('STUDENT', 'NOUN'), ('INADVERTENTLY', 'ADV'), ('RAISED', 'VERB'), ('THE', 'DET'), ('FLAPS', 'PROPN'), ('FULLY', 'ADV'), ('DURING', 'ADP'), ('GO', 'VERB'), ('AROUND', 'ADV'), ('.', 'PUNCT'), ('THE', 'DET'), ('AIRCRAFT', 'PROPN'), ('BOUNCED', 'VERB'), ('AND', 'CCONJ'), ('DEPARTED', 'VERB'), ('SIDE', 'PROPN'), ('OF', 'ADP'), ('RUNWAY', 'NOUN')]","['the', 'student', 'inadvertently', 'raise', 'the', 'FLAPS', 'fully', 'during', 'go', 'around', '.', 'the', 'AIRCRAFT', 'bounce', 'and', 'depart', 'SIDE', 'of', 'RUNWAY']","[('THE', 'det', 'STUDENT'), ('STUDENT', 'nsubj', 'INADVERTENTLY'), ('INADVERTENTLY', 'ROOT', 'INADVERTENTLY'), ('RAISED', 'xcomp', 'INADVERTENTLY'), ('THE', 'det', 'FLAPS'), ('FLAPS', 'ROOT', 'FLAPS'), ('FULLY', 'acl', 'FLAPS'), ('DURING', 'prep', 'FLAPS'), ('GO', 'pcomp', 'DURING'), ('AROUND', 'advmod', 'GO'), ('.', 'punct', 'FLAPS'), ('THE', 'det', 'AIRCRAFT'), ('AIRCRAFT', 'nsubj', 'BOUNCED'), ('BOUNCED', 'ROOT', 'BOUNCED'), ('AND', 'cc', 'BOUNCED'), ('DEPARTED', 'compound', 'SIDE'), ('SIDE', 'conj', 'BOUNCED'), ('OF', 'prep', 'SIDE'), ('RUNWAY', 'pobj', 'OF')]",0.0,[]
19860625027739A,PILOT LOST CONTROL OF AIRCRAFT DURING GO AROUND DUE TO LOSS OF AILERON CONTROL.PILOT FAILED TO REMOVE CONTROL LOCK.,[],[],"[('PILOT', 'NOUN'), ('LOST', 'VERB'), ('CONTROL', 'NOUN'), ('OF', 'ADP'), ('AIRCRAFT', 'PROPN'), ('DURING', 'ADP'), ('GO', 'VERB'), ('AROUND', 'ADV'), ('DUE', 'ADJ'), ('TO', 'ADP'), ('LOSS', 'NOUN'), ('OF', 'ADP'), ('AILERON', 'PROPN'), ('CONTROL.PILOT', 'PROPN'), ('FAILED', 'VERB'), ('TO', 'PART'), ('REMOVE', 'VERB'), ('CONTROL', 'PROPN'), ('LOCK', 'PROPN'), ('.', 'PUNCT')]","['pilot', 'lose', 'control', 'of', 'AIRCRAFT', 'during', 'go', 'around', 'due', 'to', 'loss', 'of', 'AILERON', 'CONTROL.PILOT', 'fail', 'to', 'remove', 'CONTROL', 'LOCK', '.']","[('PILOT', 'nsubj', 'LOST'), ('LOST', 'ROOT', 'LOST'), ('CONTROL', 'dobj', 'LOST'), ('OF', 'prep', 'CONTROL'), ('AIRCRAFT', 'pobj', 'OF'), ('DURING', 'prep', 'LOST'), ('GO', 'pcomp', 'DURING'), ('AROUND', 'prep', 'GO'), ('DUE', 'amod', 'TO'), ('TO', 'prep', 'AROUND'), ('LOSS', 'pobj', 'AROUND'), ('OF', 'prep', 'LOSS'), ('AILERON', 'pobj', 'OF'), ('CONTROL.PILOT', 'nsubj', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'REMOVE'), ('REMOVE', 'xcomp', 'FAILED'), ('CONTROL', 'compound', 'LOCK'), ('LOCK', 'dobj', 'REMOVE'), ('.', 'punct', 'FAILED')]",-0.3125,[]
19860519034339I,NOSE GEAR COLLAPSED ON LANDING. PILOT FAILED TO REMOVE TOW BAR WHICH JAMMED THE GEAR DOORS.                        ,[],[],"[('NOSE', 'PROPN'), ('GEAR', 'NOUN'), ('COLLAPSED', 'VERB'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('FAILED', 'VERB'), ('TO', 'PART'), ('REMOVE', 'VERB'), ('TOW', 'PROPN'), ('BAR', 'PROPN'), ('WHICH', 'DET'), ('JAMMED', 'PROPN'), ('THE', 'DET'), ('GEAR', 'NOUN'), ('DOORS', 'NOUN'), ('.', 'PUNCT'), ('                       ', 'SPACE')]","['NOSE', 'gear', 'collapse', 'on', 'landing', '.', 'pilot', 'fail', 'to', 'remove', 'TOW', 'BAR', 'which', 'JAMMED', 'the', 'gear', 'door', '.', '                       ']","[('NOSE', 'compound', 'GEAR'), ('GEAR', 'nsubj', 'COLLAPSED'), ('COLLAPSED', 'ROOT', 'COLLAPSED'), ('ON', 'prep', 'COLLAPSED'), ('LANDING', 'pobj', 'ON'), ('.', 'punct', 'COLLAPSED'), ('PILOT', 'nsubj', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'REMOVE'), ('REMOVE', 'xcomp', 'FAILED'), ('TOW', 'compound', 'BAR'), ('BAR', 'dobj', 'REMOVE'), ('WHICH', 'nsubj', 'JAMMED'), ('JAMMED', 'ROOT', 'JAMMED'), ('THE', 'det', 'DOORS'), ('GEAR', 'compound', 'DOORS'), ('DOORS', 'dobj', 'JAMMED'), ('.', 'punct', 'JAMMED'), ('                       ', '', '.')]",-0.3,[]
19860517084049A,THE TOWPLANE STRUCK TREES WHEN UNABLE TO RELEASE BANNER. PILOT PULLED WRONG RELEASE AND FAILED TO CLIMBOUT PROPERLY,[],[],"[('THE', 'DET'), ('TOWPLANE', 'NOUN'), ('STRUCK', 'VERB'), ('TREES', 'NOUN'), ('WHEN', 'ADV'), ('UNABLE', 'ADJ'), ('TO', 'PART'), ('RELEASE', 'VERB'), ('BANNER', 'PROPN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('PULLED', 'VERB'), ('WRONG', 'ADJ'), ('RELEASE', 'NOUN'), ('AND', 'CCONJ'), ('FAILED', 'VERB'), ('TO', 'PART'), ('CLIMBOUT', 'VERB'), ('PROPERLY', 'ADV')]","['the', 'towplane', 'strike', 'tree', 'when', 'unable', 'to', 'release', 'BANNER', '.', 'pilot', 'pull', 'wrong', 'release', 'and', 'fail', 'to', 'climbout', 'properly']","[('THE', 'det', 'TOWPLANE'), ('TOWPLANE', 'nsubj', 'STRUCK'), ('STRUCK', 'ROOT', 'STRUCK'), ('TREES', 'dobj', 'STRUCK'), ('WHEN', 'advmod', 'UNABLE'), ('UNABLE', 'ROOT', 'UNABLE'), ('TO', 'prep', 'UNABLE'), ('RELEASE', 'compound', 'BANNER'), ('BANNER', 'pobj', 'TO'), ('.', 'punct', 'UNABLE'), ('PILOT', 'nsubj', 'PULLED'), ('PULLED', 'ROOT', 'PULLED'), ('WRONG', 'amod', 'RELEASE'), ('RELEASE', 'dobj', 'PULLED'), ('AND', 'cc', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'CLIMBOUT'), ('CLIMBOUT', 'compound', 'PROPERLY'), ('PROPERLY', 'dobj', 'FAILED')]",-0.375,[]
19860619026849A,ENGINE FAILED WHILE STUDENT WAS FLYING A PASSENGER. ONE FUEL TANK WAS EMPTY DUE TO A LOOSE CAP.WATER IN OTHER TANK.,[],"[('ONE', 'CARDINAL')]","[('ENGINE', 'NOUN'), ('FAILED', 'VERB'), ('WHILE', 'ADP'), ('STUDENT', 'PROPN'), ('WAS', 'VERB'), ('FLYING', 'VERB'), ('A', 'DET'), ('PASSENGER', 'NOUN'), ('.', 'PUNCT'), ('ONE', 'NUM'), ('FUEL', 'NOUN'), ('TANK', 'NOUN'), ('WAS', 'VERB'), ('EMPTY', 'ADJ'), ('DUE', 'ADP'), ('TO', 'ADP'), ('A', 'DET'), ('LOOSE', 'ADJ'), ('CAP.WATER', 'NOUN'), ('IN', 'ADP'), ('OTHER', 'ADJ'), ('TANK', 'PROPN'), ('.', 'PUNCT')]","['engine', 'fail', 'while', 'STUDENT', 'be', 'fly', 'a', 'passenger', '.', 'one', 'fuel', 'tank', 'be', 'empty', 'due', 'to', 'a', 'loose', 'cap.water', 'in', 'other', 'TANK', '.']","[('ENGINE', 'nsubj', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('WHILE', 'mark', 'WAS'), ('STUDENT', 'nsubj', 'WAS'), ('WAS', 'advcl', 'FAILED'), ('FLYING', 'compound', 'PASSENGER'), ('A', 'det', 'PASSENGER'), ('PASSENGER', 'attr', 'WAS'), ('.', 'punct', 'FAILED'), ('ONE', 'nummod', 'TANK'), ('FUEL', 'compound', 'TANK'), ('TANK', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('EMPTY', 'acomp', 'WAS'), ('DUE', 'prep', 'EMPTY'), ('TO', 'prep', 'DUE'), ('A', 'det', 'CAP.WATER'), ('LOOSE', 'amod', 'CAP.WATER'), ('CAP.WATER', 'ROOT', 'CAP.WATER'), ('IN', 'prep', 'CAP.WATER'), ('OTHER', 'amod', 'TANK'), ('TANK', 'pobj', 'IN'), ('.', 'punct', 'CAP.WATER')]",-0.1853846153846154,[]
19860627041149I,"RIGHT BAGGAGE DOOR SEPARATED ON TAKEOFF. ENGINE INGESTION OF CONTENTS. LATCH NORMAL, WARNING LIGHT MALFUNCTION.    ",[],"[('LATCH NORMAL', 'PRODUCT')]","[('RIGHT', 'ADJ'), ('BAGGAGE', 'NOUN'), ('DOOR', 'NOUN'), ('SEPARATED', 'VERB'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('ENGINE', 'NOUN'), ('INGESTION', 'NOUN'), ('OF', 'ADP'), ('CONTENTS', 'PROPN'), ('.', 'PUNCT'), ('LATCH', 'PROPN'), ('NORMAL', 'ADJ'), (',', 'PUNCT'), ('WARNING', 'PROPN'), ('LIGHT', 'NOUN'), ('MALFUNCTION', 'PROPN'), ('.', 'PUNCT'), ('   ', 'SPACE')]","['right', 'baggage', 'door', 'separate', 'on', 'TAKEOFF', '.', 'engine', 'ingestion', 'of', 'CONTENTS', '.', 'LATCH', 'normal', ',', 'WARNING', 'light', 'MALFUNCTION', '.', '   ']","[('RIGHT', 'intj', 'DOOR'), ('BAGGAGE', 'compound', 'DOOR'), ('DOOR', 'ROOT', 'DOOR'), ('SEPARATED', 'advmod', 'DOOR'), ('ON', 'prep', 'SEPARATED'), ('TAKEOFF', 'pobj', 'ON'), ('.', 'punct', 'DOOR'), ('ENGINE', 'compound', 'INGESTION'), ('INGESTION', 'ROOT', 'INGESTION'), ('OF', 'prep', 'INGESTION'), ('CONTENTS', 'pobj', 'OF'), ('.', 'punct', 'INGESTION'), ('LATCH', 'ROOT', 'LATCH'), ('NORMAL', 'amod', 'LATCH'), (',', 'punct', 'LATCH'), ('WARNING', 'compound', 'LIGHT'), ('LIGHT', 'compound', 'MALFUNCTION'), ('MALFUNCTION', 'appos', 'LATCH'), ('.', 'punct', 'LATCH'), ('   ', '', '.')]",0.2785714285714286,[]
19860713032229A,STRUCK A TREE ON A FORCED LANDING AFTER FUEL EXHAUSTION. RELIED ON INACCURATE INDICATOR FOR FUEL QUANTITY.         ,[],[],"[('STRUCK', 'VERB'), ('A', 'DET'), ('TREE', 'NOUN'), ('ON', 'ADP'), ('A', 'DET'), ('FORCED', 'PROPN'), ('LANDING', 'NOUN'), ('AFTER', 'ADP'), ('FUEL', 'NOUN'), ('EXHAUSTION', 'NOUN'), ('.', 'PUNCT'), ('RELIED', 'VERB'), ('ON', 'ADP'), ('INACCURATE', 'ADJ'), ('INDICATOR', 'NOUN'), ('FOR', 'ADP'), ('FUEL', 'NOUN'), ('QUANTITY', 'NOUN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['strike', 'a', 'tree', 'on', 'a', 'FORCED', 'landing', 'after', 'fuel', 'exhaustion', '.', 'relied', 'on', 'inaccurate', 'indicator', 'for', 'fuel', 'quantity', '.', '        ']","[('STRUCK', 'ROOT', 'STRUCK'), ('A', 'det', 'TREE'), ('TREE', 'dobj', 'STRUCK'), ('ON', 'prep', 'TREE'), ('A', 'det', 'LANDING'), ('FORCED', 'compound', 'LANDING'), ('LANDING', 'pobj', 'ON'), ('AFTER', 'ROOT', 'AFTER'), ('FUEL', 'compound', 'EXHAUSTION'), ('EXHAUSTION', 'pobj', 'AFTER'), ('.', 'punct', 'AFTER'), ('RELIED', 'ROOT', 'RELIED'), ('ON', 'prep', 'RELIED'), ('INACCURATE', 'amod', 'INDICATOR'), ('INDICATOR', 'pobj', 'ON'), ('FOR', 'prep', 'RELIED'), ('FUEL', 'compound', 'QUANTITY'), ('QUANTITY', 'pobj', 'FOR'), ('.', 'punct', 'RELIED'), ('        ', '', '.')]",-0.3,[]
19860719056869I,OIL ON WINDSHIELD AFTER TAKEOFF. BOUNCED AND PORPOISED DURING PRECAUTIONARY LANDING. OIL FILLER CAP NOT SECURED.   ,[],[],"[('OIL', 'NOUN'), ('ON', 'ADP'), ('WINDSHIELD', 'PROPN'), ('AFTER', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('BOUNCED', 'VERB'), ('AND', 'CCONJ'), ('PORPOISED', 'NOUN'), ('DURING', 'ADP'), ('PRECAUTIONARY', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('OIL', 'NOUN'), ('FILLER', 'NOUN'), ('CAP', 'NOUN'), ('NOT', 'ADV'), ('SECURED', 'PROPN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['oil', 'on', 'WINDSHIELD', 'after', 'TAKEOFF', '.', 'bounce', 'and', 'PORPOISED', 'during', 'PRECAUTIONARY', 'landing', '.', 'oil', 'filler', 'cap', 'not', 'SECURED', '.', '  ']","[('OIL', 'ROOT', 'OIL'), ('ON', 'prep', 'OIL'), ('WINDSHIELD', 'pobj', 'ON'), ('AFTER', 'prep', 'OIL'), ('TAKEOFF', 'pobj', 'AFTER'), ('.', 'punct', 'OIL'), ('BOUNCED', 'ROOT', 'BOUNCED'), ('AND', 'cc', 'BOUNCED'), ('PORPOISED', 'conj', 'BOUNCED'), ('DURING', 'prep', 'BOUNCED'), ('PRECAUTIONARY', 'amod', 'LANDING'), ('LANDING', 'pobj', 'DURING'), ('.', 'punct', 'BOUNCED'), ('OIL', 'compound', 'CAP'), ('FILLER', 'compound', 'CAP'), ('CAP', 'nsubj', 'SECURED'), ('NOT', 'neg', 'SECURED'), ('SECURED', 'ROOT', 'SECURED'), ('.', 'punct', 'SECURED'), ('  ', '', '.')]",0.0,[]
19860728036519A,GLIDER MADE A HARD FORCED LANDING AFTER PREMATURE DISCONNECT FROM TOW. PILOT UNAWARE SPEED BRAKE WAS DEPLOYED.     ,[],[],"[('GLIDER', 'PROPN'), ('MADE', 'VERB'), ('A', 'DET'), ('HARD', 'PROPN'), ('FORCED', 'PROPN'), ('LANDING', 'NOUN'), ('AFTER', 'ADP'), ('PREMATURE', 'ADJ'), ('DISCONNECT', 'NOUN'), ('FROM', 'ADP'), ('TOW', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('UNAWARE', 'ADJ'), ('SPEED', 'PROPN'), ('BRAKE', 'PROPN'), ('WAS', 'VERB'), ('DEPLOYED', 'PROPN'), ('.', 'PUNCT'), ('    ', 'SPACE')]","['GLIDER', 'make', 'a', 'HARD', 'FORCED', 'landing', 'after', 'premature', 'disconnect', 'from', 'tow', '.', 'pilot', 'unaware', 'SPEED', 'BRAKE', 'be', 'DEPLOYED', '.', '    ']","[('GLIDER', 'nsubj', 'MADE'), ('MADE', 'ROOT', 'MADE'), ('A', 'det', 'LANDING'), ('HARD', 'amod', 'LANDING'), ('FORCED', 'compound', 'LANDING'), ('LANDING', 'dobj', 'MADE'), ('AFTER', 'prep', 'MADE'), ('PREMATURE', 'amod', 'DISCONNECT'), ('DISCONNECT', 'pobj', 'AFTER'), ('FROM', 'prep', 'DISCONNECT'), ('TOW', 'pobj', 'FROM'), ('.', 'punct', 'MADE'), ('PILOT', 'nsubj', 'UNAWARE'), ('UNAWARE', 'ROOT', 'UNAWARE'), ('SPEED', 'compound', 'BRAKE'), ('BRAKE', 'nsubjpass', 'DEPLOYED'), ('WAS', 'auxpass', 'DEPLOYED'), ('DEPLOYED', 'ROOT', 'DEPLOYED'), ('.', 'punct', 'DEPLOYED'), ('    ', '', '.')]",-0.1972222222222222,[]
19860728051919I,"DOOR OPENED AFTER TAKEOFF, LANDED GEAR UP. PILOT UNABLE TO EXTEND GEAR DUE TO BUFFETING.                           ",[],[],"[('DOOR', 'NOUN'), ('OPENED', 'VERB'), ('AFTER', 'ADP'), ('TAKEOFF', 'PROPN'), (',', 'PUNCT'), ('LANDED', 'VERB'), ('GEAR', 'PROPN'), ('UP', 'PART'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('UNABLE', 'ADJ'), ('TO', 'PART'), ('EXTEND', 'VERB'), ('GEAR', 'NOUN'), ('DUE', 'ADJ'), ('TO', 'ADP'), ('BUFFETING', 'NOUN'), ('.', 'PUNCT'), ('                          ', 'SPACE')]","['door', 'open', 'after', 'TAKEOFF', ',', 'land', 'GEAR', 'up', '.', 'pilot', 'unable', 'to', 'extend', 'gear', 'due', 'to', 'buffeting', '.', '                          ']","[('DOOR', 'nsubj', 'OPENED'), ('OPENED', 'ROOT', 'OPENED'), ('AFTER', 'prep', 'OPENED'), ('TAKEOFF', 'pobj', 'AFTER'), (',', 'punct', 'OPENED'), ('LANDED', 'compound', 'UP'), ('GEAR', 'compound', 'UP'), ('UP', 'npadvmod', 'OPENED'), ('.', 'punct', 'OPENED'), ('PILOT', 'ROOT', 'PILOT'), ('UNABLE', 'amod', 'PILOT'), ('TO', 'aux', 'EXTEND'), ('EXTEND', 'xcomp', 'UNABLE'), ('GEAR', 'compound', 'DUE'), ('DUE', 'dobj', 'EXTEND'), ('TO', 'prep', 'DUE'), ('BUFFETING', 'pobj', 'TO'), ('.', 'punct', 'PILOT'), ('                          ', '', '.')]",-0.3125,[]
19860724049059I,GEAR COLLAPSED ON TAKEOFF ROLL. GEAR HANDLE WAS IN THE UP POSITION.                                                ,[],[],"[('GEAR', 'NOUN'), ('COLLAPSED', 'VERB'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('ROLL', 'PROPN'), ('.', 'PUNCT'), ('GEAR', 'NOUN'), ('HANDLE', 'NOUN'), ('WAS', 'VERB'), ('IN', 'ADP'), ('THE', 'DET'), ('UP', 'PROPN'), ('POSITION', 'NOUN'), ('.', 'PUNCT'), ('                                               ', 'SPACE')]","['gear', 'collapse', 'on', 'TAKEOFF', 'ROLL', '.', 'gear', 'handle', 'be', 'in', 'the', 'UP', 'position', '.', '                                               ']","[('GEAR', 'nsubj', 'COLLAPSED'), ('COLLAPSED', 'ROOT', 'COLLAPSED'), ('ON', 'prep', 'COLLAPSED'), ('TAKEOFF', 'compound', 'ROLL'), ('ROLL', 'pobj', 'ON'), ('.', 'punct', 'COLLAPSED'), ('GEAR', 'compound', 'HANDLE'), ('HANDLE', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('IN', 'prep', 'WAS'), ('THE', 'det', 'POSITION'), ('UP', 'compound', 'POSITION'), ('POSITION', 'pobj', 'IN'), ('.', 'punct', 'WAS'), ('                                               ', '', '.')]",0.0,[]
19860626027849A,THE ENGINE SEIZED AND THE AIRCRAFT MADE AN OFF AIRPORT LANDING. THE OIL DRAIN PLUG WAS MISSING.                    ,[],"[('THE ENGINE SEIZED AND THE AIRCRAFT MADE AN OFF AIRPORT LANDING', 'ORG'), ('THE OIL DRAIN PLUG', 'ORG')]","[('THE', 'DET'), ('ENGINE', 'NOUN'), ('SEIZED', 'VERB'), ('AND', 'CCONJ'), ('THE', 'DET'), ('AIRCRAFT', 'PROPN'), ('MADE', 'VERB'), ('AN', 'DET'), ('OFF', 'PROPN'), ('AIRPORT', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('THE', 'DET'), ('OIL', 'NOUN'), ('DRAIN', 'NOUN'), ('PLUG', 'NOUN'), ('WAS', 'VERB'), ('MISSING', 'ADJ'), ('.', 'PUNCT'), ('                   ', 'SPACE')]","['the', 'engine', 'seize', 'and', 'the', 'AIRCRAFT', 'make', 'an', 'OFF', 'AIRPORT', 'landing', '.', 'the', 'oil', 'drain', 'plug', 'be', 'missing', '.', '                   ']","[('THE', 'det', 'SEIZED'), ('ENGINE', 'compound', 'SEIZED'), ('SEIZED', 'nsubj', 'MADE'), ('AND', 'cc', 'SEIZED'), ('THE', 'det', 'AIRCRAFT'), ('AIRCRAFT', 'conj', 'SEIZED'), ('MADE', 'ROOT', 'MADE'), ('AN', 'det', 'LANDING'), ('OFF', 'compound', 'AIRPORT'), ('AIRPORT', 'compound', 'LANDING'), ('LANDING', 'dobj', 'MADE'), ('.', 'punct', 'MADE'), ('THE', 'det', 'PLUG'), ('OIL', 'compound', 'DRAIN'), ('DRAIN', 'compound', 'PLUG'), ('PLUG', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('MISSING', 'acomp', 'WAS'), ('.', 'punct', 'WAS'), ('                   ', '', '.')]",-0.2,[]
19860514022339I,RADIO FAILURE DUE TO DEAD BATTERY. SUSPECT PILOT INADVERTENTLY TURNED OFF ALTERNATOR AT CRUISE.                    ,[],"[('CRUISE', 'ORG')]","[('RADIO', 'NOUN'), ('FAILURE', 'NOUN'), ('DUE', 'ADJ'), ('TO', 'ADP'), ('DEAD', 'ADJ'), ('BATTERY', 'PROPN'), ('.', 'PUNCT'), ('SUSPECT', 'ADJ'), ('PILOT', 'NOUN'), ('INADVERTENTLY', 'ADV'), ('TURNED', 'VERB'), ('OFF', 'PART'), ('ALTERNATOR', 'NOUN'), ('AT', 'ADP'), ('CRUISE', 'PROPN'), ('.', 'PUNCT'), ('                   ', 'SPACE')]","['radio', 'failure', 'due', 'to', 'dead', 'BATTERY', '.', 'suspect', 'pilot', 'inadvertently', 'turn', 'off', 'alternator', 'at', 'CRUISE', '.', '                   ']","[('RADIO', 'compound', 'FAILURE'), ('FAILURE', 'ROOT', 'FAILURE'), ('DUE', 'amod', 'FAILURE'), ('TO', 'prep', 'DUE'), ('DEAD', 'amod', 'BATTERY'), ('BATTERY', 'pobj', 'TO'), ('.', 'punct', 'FAILURE'), ('SUSPECT', 'amod', 'PILOT'), ('PILOT', 'nsubj', 'TURNED'), ('INADVERTENTLY', 'advmod', 'TURNED'), ('TURNED', 'ROOT', 'TURNED'), ('OFF', 'prt', 'TURNED'), ('ALTERNATOR', 'compound', 'CRUISE'), ('AT', 'compound', 'CRUISE'), ('CRUISE', 'dobj', 'TURNED'), ('.', 'punct', 'TURNED'), ('                   ', '', '.')]",-0.2138888888888889,[]
19861125085459I,BOTH ENGINES QUIT DUE TO FUEL EXHAUSTION. LANDED GEAR UP IN A FIELD.                                               ,[],[],"[('BOTH', 'DET'), ('ENGINES', 'NOUN'), ('QUIT', 'VERB'), ('DUE', 'ADJ'), ('TO', 'ADP'), ('FUEL', 'NOUN'), ('EXHAUSTION', 'NOUN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('GEAR', 'NOUN'), ('UP', 'PART'), ('IN', 'ADP'), ('A', 'DET'), ('FIELD', 'NOUN'), ('.', 'PUNCT'), ('                                              ', 'SPACE')]","['both', 'engine', 'quit', 'due', 'to', 'fuel', 'exhaustion', '.', 'land', 'gear', 'up', 'in', 'a', 'field', '.', '                                              ']","[('BOTH', 'det', 'ENGINES'), ('ENGINES', 'nsubj', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), ('DUE', 'amod', 'EXHAUSTION'), ('TO', 'prep', 'DUE'), ('FUEL', 'compound', 'EXHAUSTION'), ('EXHAUSTION', 'dobj', 'QUIT'), ('.', 'punct', 'QUIT'), ('LANDED', 'compound', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('UP', 'prt', 'GEAR'), ('IN', 'prep', 'GEAR'), ('A', 'det', 'FIELD'), ('FIELD', 'pobj', 'IN'), ('.', 'punct', 'GEAR'), ('                                              ', '', '.')]",-0.125,[]
19861007062579I,LANDED ON A TAXIWAY AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR FOUND OFF CENTER.                                   ,[],[],"[('LANDED', 'VERB'), ('ON', 'ADP'), ('A', 'DET'), ('TAXIWAY', 'NOUN'), ('AFTER', 'ADP'), ('POWER', 'PROPN'), ('LOSS', 'PROPN'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('SELECTOR', 'NOUN'), ('FOUND', 'VERB'), ('OFF', 'PROPN'), ('CENTER', 'PROPN'), ('.', 'PUNCT'), ('                                  ', 'SPACE')]","['land', 'on', 'a', 'taxiway', 'after', 'POWER', 'LOSS', 'on', 'TAKEOFF', '.', 'fuel', 'selector', 'find', 'OFF', 'CENTER', '.', '                                  ']","[('LANDED', 'ROOT', 'LANDED'), ('ON', 'prep', 'LANDED'), ('A', 'det', 'TAXIWAY'), ('TAXIWAY', 'pobj', 'ON'), ('AFTER', 'mark', 'LOSS'), ('POWER', 'compound', 'LOSS'), ('LOSS', 'ROOT', 'LOSS'), ('ON', 'prep', 'LOSS'), ('TAKEOFF', 'pobj', 'ON'), ('.', 'punct', 'LOSS'), ('FUEL', 'compound', 'SELECTOR'), ('SELECTOR', 'nsubj', 'FOUND'), ('FOUND', 'ROOT', 'FOUND'), ('OFF', 'compound', 'CENTER'), ('CENTER', 'dobj', 'FOUND'), ('.', 'punct', 'FOUND'), ('                                  ', '', '.')]",-0.1,[]
