,c5_id,c119_input,input,corefs
146,19781018032569I,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.                                 ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'm', 'r', '.', '▁', 'kar', 'up', '▁was', '▁providing', '▁supervision', '▁to', '▁', 'a', '▁student', '▁pilot', '▁on', '▁', 'a', '▁cross', '▁country', '▁flight', '▁from', '▁', 'jack', 'son', 'ville', ',', '▁', 'n', 'c', '▁(', '▁', 'o', 'a', 'j', ')', ',', '</s>']",[]
147,19781102023549I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁august', '▁14', ',', '▁2000', ',', '▁about', '▁12', '52', '▁hours', '▁', 'pac', 'ific', '▁daylight', '▁time', ',', '▁', 'a', '▁be', 'ech', '▁', 'k', '35', ',', '▁', 'n', '8', '78', 'r', ',', '▁owned', '▁and', '▁operated', '▁by', '▁the', '▁pi', 'l', '</s>']",[]
148,19781102023729I,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁was', '▁', 'cruising', '▁at', '▁3', '500', '▁', ""'"", '▁', 'm', 's', 'l', '▁when', '▁the', '▁', 'a', '/', 'c', '▁lost', '▁power', '.', '▁', 'he', '▁de', '▁la', 'red', '▁an', '▁emergency', ',', '▁tried', '▁to', '▁restart', '▁the', '▁', 'e', '</s>']",[]
149,19780921019829I,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁august', '▁23', ',', '▁2001', ',', '▁at', '▁approximately', '▁15', '30', '▁', 'e', 'd', 't', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁18', '2', 'r', ',', '▁', 'n', '54', '19', 'e', ',', '▁sustained', '▁substantial', '▁damage', '▁during', '▁', 'lan', '</s>']","[[[3, 4], [14, 14]]]"
150,19780925018069I,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.                                      ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁02', '/', '08', '/', '2003', '▁at', '▁approximately', '▁2', '2:30', ',', '▁', 'a', '▁le', 'ar', '▁jet', '▁operated', '▁by', '▁', 'f', 's', '▁air', ',', '▁on', '▁', 'a', '▁me', 'de', 'vac', '▁operation', ',', '▁', 's', 'lid', '▁off', '▁the', '▁end', '</s>']",[]
151,19780903028619A,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.                                                                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', '^', 'pri', 'vac', 'y', '▁data', '▁', 'o', 'mitted', '^', '▁on', '▁6', '/', '17', '/', '2003', '▁', 'n', '74', '01', 'p', '▁had', '▁', 'a', '▁right', '▁main', '▁gear', '▁failure', '▁while', '▁landing', '▁at', '▁', 'fox', '▁field', '▁', 'lan', 'caster', '</s>']",[]
152,19780923027059I,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁sept', 'ember', '▁18', ',', '▁2003', ',', '▁at', '▁17', '50', '▁eastern', '▁daylight', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁', '172', 'm', ',', '▁', 'n', '13', '375', ',', '▁registered', '▁to', '▁and', '▁operated', '▁by', '▁', 'm', 'r', '</s>']",[]
153,19780908034669A,GENERATOR SHORTING.                                                                                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁aircraft', '▁', 'n', '42', 'w', 'a', '▁', 'departed', '▁', 'r', 'w', 'y', '▁27', '▁on', '▁', 'if', 'r', '▁flight', '▁plan', '.', '▁aircraft', '▁rotate', 'd', '▁normally', '.', '▁at', '▁50', '▁', 'f', 't', '▁alt', ',', '▁aircraft', '▁began', '▁', 'c', 'l', '</s>']",[]
154,19781020041019A,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', '^', 'pri', 'vac', 'y', '▁data', '▁', 'o', 'mitted', '^', '▁aircraft', '▁', 'en', 'route', '▁from', '▁cm', 'h', '▁to', '▁', 'o', 't', 't', 'awa', ',', '▁canada', '.', '▁at', '▁app', 'rox', '▁7,', '500', '▁', 'f', 't', '.', '▁aircraft', '▁experienced', '</s>']",[]
155,19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁stated', '▁that', '▁', 'he', '▁', 'topped', '▁off', '▁all', '▁fuel', '▁tanks', '▁prior', '▁to', '▁depart', 'ing', '▁gal', 've', 'ston', ',', '▁', 'tex', 'a', 's', '▁(', '▁', 'g', 'l', 's', ')', '.', '▁while', '▁', 'en', 'route', '▁', 't', '</s>']",[]
156,19781021036569A,DMGD WING & AILERON DRG PREVIOUS LDG.                                                                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁air', 'tran', '▁air', 'ways', '▁', 'f', 'l', 't', '▁8', '51', '▁', 'departed', '▁from', '▁', 'm', 's', 'p', '▁at', '▁13', '30', 'z', '▁hours', '▁', 'en', 'route', '▁to', '▁at', 'l', '▁and', '▁experienced', '▁', 'a', '▁left', '▁gear', '▁door', '▁uns', 'a', '</s>']",[]
157,19781009029939I,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.          ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁07', '/09/', '07', '▁aircraft', '▁', 'departed', '▁lake', 'l', 'and', ',', '▁', 'f', 'l', '▁(', '▁la', 'l', ')', '▁at', '▁800', ',', '▁', 'v', 'f', 'r', '▁south', 'bound', '.', '▁no', '▁flight', '▁plan', '▁filed', '.', '▁no', '▁further', '▁cont', 'a', 'c', '</s>']",[]
158,19780829037939I,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'n', '67', '29', 'a', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁ce', '-', '172', ',', '▁the', '▁sole', '▁', 'occupant', ',', '▁pilot', '-', 'in', '-', 'command', ',', '▁during', '▁his', '▁climb', '▁to', '▁al', 'titude', '▁experienced', '▁an', '▁', 'eng', '</s>']",[]
159,19790119001139A,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁aircraft', '▁received', '▁fuel', '▁at', '▁', 'th', 'v', '▁at', '▁17', '35', '▁', 'hrs', '.', '▁during', '▁pre', '-', 'take', 'off', '▁engine', '▁check', ',', '▁at', '▁18', '10', '▁', 'hrs', ',', '▁in', '▁', 'r', 'w', 'y', '▁35', '▁run', '-', 'up', '▁are', '</s>']",[]
160,19781108022239I,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'p', 'r', 'x', '▁17', '45', 'lbs', '▁', 'o', 'v', 'r', '▁max', '▁', 'g', 'w', 't', '.', '▁', 'eng', '▁not', '▁feather', 'e', 'd', '.', '▁auto', 'f', 'eat', 'her', '▁not', '▁connected', '.', '100', '▁', 'o', 'c', 't', 'an', 'e', '▁fuel', '.', '</s>']","[[[0, 1], [15, 15]]]"
161,19781108022269I,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁struck', '▁', 'com', '▁pole', 's', '▁', '&', '▁concrete', '▁wall', '▁', '&', '▁burned', '.', '▁no', '▁4', '▁rod', '▁as', 'y', '▁(', '▁', 'p', 'n', '▁41', 'a', '2', ')', '▁failed', '▁for', '▁', 'unk', 'n', '▁', 'r', 's', 'n', '.', '</s>']",[]
162,19781114026859I,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁', 'm', 'ooney', '▁', 'n', '25', '3', 't', 'm', ',', '▁', 'a', '▁', 'm', 'ooney', '▁02', '0', 'm', ',', '▁', 'departed', '▁bo', 'ze', 'man', ',', '▁mont', 'an', 'a', ',', '▁gal', 'latin', '▁field', ',', '▁and', '▁returned', '▁for', '▁landing', '▁im', 'medi', '</s>']",[]
163,19781120025989I,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁on', '▁', 'jan', 'u', 'ary', '▁16', ',', '▁1997', ',', '▁', 'a', '▁be', 'ech', '▁99', ',', '▁owned', '▁and', '▁operated', '▁by', '▁al', 'pin', 'e', '▁air', '▁of', '▁pro', 'vo', ',', '▁', 'u', 't', 'a', 'h', ',', '▁had', '▁', 'departed', '▁billing', 's', ',', '</s>']",[]
164,19781128024449I,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁crashed', '▁in', '▁', 'a', '▁field', '▁and', '▁came', '▁to', '▁rest', '▁in', 'verted', '.', '▁(', '▁', '.', '19', ')', '▁on', '▁de', 'c', 'ember', '▁17', ',', '▁1998', ',', '▁at', '▁10', '42', '▁central', '▁standard', '▁time', ',', '▁', 'a', '▁ces', 's', '</s>']","[[[8, 8], [13, 13]]]"
165,19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '4', ')', '▁on', '▁march', '▁26', ',', '▁1999', ',', '▁about', '▁15', '30', '▁central', '▁standard', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁', '172', ',', '▁', 'n', '89', '68', 'b', ',', '▁coll', 'ide', 'd', '▁with', '▁trees', '▁while', '▁maneuver', 'i', '</s>']",[]
166,19781230019999I,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁took', '▁off', '▁and', '▁', 'climbed', '▁to', '▁app', 'rox', '▁150', '▁feet', '▁', 'a', 'g', 'l', '▁at', '▁which', '▁point', '▁began', '▁to', '▁lose', '▁power', ',', '▁', 'a', 'c', 'f', 't', '▁to', '▁land', '▁in', '▁', 'a', '▁grass', 'y', '▁area', '.', '</s>']",[]
167,19781230020029I,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.     ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁down', 'wind', '▁low', '▁', 'rot', 'or', '▁', 'r', 'pm', '.', '▁auto', 'rot', 'ated', '.', '▁', 'landed', '▁off', '▁field', '.', '▁ski', 'd', 's', '▁du', 'g', '▁in', '.', '▁', 'rolled', '.', '▁no', '▁defects', '.', '▁known', '▁false', '▁', 'rot', 'or', '▁', 'horn', '.', '</s>']",[]
168,19790106001239I,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁on', '▁de', 'c', 'ember', '▁22', ',', '▁1995', ',', '▁', 'a', '▁northern', '▁air', '▁cargo', ',', '▁in', 'c', '.', ',', '▁do', 'u', 'glas', '▁', 'd', 'c', '-6', '▁aircraft', '▁', 'n', '10', '27', 'n', ',', '▁flight', '▁no', '.', '▁60', ',', '▁', 'departed', '</s>']",[]
169,19790107000829I,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁may', '▁13', ',', '▁1998', ',', '▁at', '▁18', '10', '▁eastern', '▁', 's', 'tant', 'ard', '▁time', '▁(', '▁est', ')', ',', '▁', 'a', '▁read', '▁', 'rot', 'or', 'way', '▁executive', '▁90', ',', '▁home', 'built', '▁helicopter', ',', '▁', 'n', '45', '61', 'c', ',', '▁', 'o', '</s>']",[]
170,19790111000619I,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁bounce', 'd', '▁on', '▁landing', ',', '▁lost', '▁control', ',', '▁and', '▁', 've', 'ered', '▁off', '▁the', '▁', 'r', 'w', 'y', '.', '▁(', '▁', '-', '23', ')', '▁pilot', '▁stated', '▁that', '▁', 'he', '▁had', '▁made', '▁', 'a', '▁number', '▁of', '▁touch', '</s>']",[]
171,19790113001939I,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁de', 'c', 'ember', '▁30', ',', '▁1998', ',', '▁about', '▁16', '30', '▁hours', '▁', 'pac', 'ific', '▁standard', '▁time', ',', '▁', 'a', '▁be', 'ech', '▁', 'c', '23', ',', '▁', 'n', '23', '13', 'l', ',', '▁sustained', '▁substantial', '▁da', 'mag', '</s>']",[]
172,19790116002119I,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁during', '▁departure', '▁from', '▁', 'a', '▁private', '▁air', 's', 'trip', '▁at', '▁', 'luc', 'e', 'dale', ',', '▁', 'm', 's', '.', '▁while', '▁climbing', '▁through', '▁app', 'rox', '.', '▁150', '▁feet', '▁', 'a', 'g', 'l', '.', ',', '▁the', '▁', 'a', '</s>']",[]
173,19790123003659I,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁air', 'man', '▁stated', '▁that', '▁after', '▁', 'he', '▁pre', 'f', 'lighted', '▁', 'a', '/', 'c', ',', '▁', 'he', '▁went', '▁into', '▁the', '▁', 'ops', '▁hang', 'er', '▁to', '▁file', '▁his', '▁flight', '▁plan', '.', '▁when', '▁', 'he', '▁', 're', 't', '</s>']","[[[0, 0], [2, 2]]]"
174,19790127003899I,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.                                                  ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁august', '▁5', ',', '▁2001', ',', '▁about', '▁2015', '▁hours', '▁', 'pac', 'ific', '▁daylight', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁3', '36', ',', '▁', 'n', '38', '38', 'u', ',', '▁experienced', '▁', 'a', '▁loss', '▁of', '▁power', '</s>']",[]
175,19781110039789A,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'jan', 'u', 'ary', '▁2', ',', '▁2002', ',', '▁at', '▁approximately', '▁23', '30', '▁', 'c', 's', 't', ',', '▁', 'a', '▁pipe', 'r', '▁pa', '-', '28', '-', '180', '▁made', '▁an', '▁emergency', '▁landing', '▁', 'resulting', '▁from', '▁se', 'p', '</s>']",[]
176,19781104034149A,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁', 'departed', '▁mo', 'w', 'at', 'a', '▁airport', '▁in', '▁', 'e', 'un', 'ice', ',', '▁lou', 'is', 'iana', '▁and', '▁arrived', '▁in', '▁mid', 'l', 'and', ',', '▁', 'tex', 'a', 's', '▁(', '▁ma', 'f', ')', '▁without', '▁any', '▁known', '</s>']",[]
177,19781205041369A,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁wrote', ',', '▁""', '▁while', '▁level', 'ing', '▁off', '▁at', '▁700', '▁', 'f', 't', '▁', 'a', 'g', 'l', '▁', 'i', '▁felt', '▁', 'a', '▁vibration', '▁in', '▁the', '▁', 'rot', 'or', '▁system', '.', '▁after', '▁', 'confirming', '▁', 'a', '</s>']",[]
178,19781113027039I,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'm', 'r', '.', '▁ja', 's', 'part', '▁did', '▁not', '▁know', '▁what', '▁the', '▁', 'v', 'f', 'r', '▁trans', 'pond', 'er', '▁code', '▁was', '▁and', '▁was', '▁', 's', 'qua', 'king', '▁7', '600', '.', '▁', 'he', '▁was', '▁also', '▁confused', '▁while', '</s>']",[]
179,19781119026389I,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁pilot', '▁reported', '▁aircraft', '▁accident', '▁to', '▁', 'f', 's', 'd', 'o', '▁at', '▁approximately', '▁10', ':', '20', '▁on', '▁08', '/2', '3/', '2004', '.', '▁pilot', ',', '▁owner', '▁', 'm', 'r', '.', '▁gar', 'y', '▁', 'jo', 'nes', '▁', 's', 't', '</s>']",[]
180,19781216025369I,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'jun', 'e', '▁17', ',', '▁2005', ',', '▁at', '▁16', '59', '▁eastern', '▁daylight', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁4', '14', ',', '▁', 'n', '16', '54', 't', ',', '▁was', '▁substantially', '▁damaged', '▁during', '▁over', 'r', '</s>']",[]
181,19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'n', '4', '98', '15', ',', '▁', 'a', '▁ce', '-', '152', ',', '▁on', '▁10', '/', '24', '/', '2005', '▁was', '▁subject', '▁to', '▁the', '▁rising', '▁water', '▁of', '▁', 'a', '▁tropical', '▁hurricane', '▁and', '▁rendered', '▁', 'a', '▁cons', 't', 'r', '</s>']",[]
